영화제목,아이디,평점,댓글
좀비크러쉬: 헤이리,qlcj****,8,"빵빵 터지고 화려하거나 폭풍감동이 넘치는 메이저 영화만 영화라 생각하시거나 스릴러, 공포, 액션만 찾으신다면 거르셔도 됩니다~ 하지만 여러 작품을 편견없이 그냥 즐길 줄 아는분이고 아이들과도 가족이 모두 함께 가볍게 웃으며 즐길 수 있는 휴먼(좀비?)드라마같은 작품을 찾는다면 이 작품 지나치기엔 굉장히 아까운 작품이네요~ 저예산 영화 중에도 똥파리, 오프라인, 널기다리며, 미드나이트 같은 명작들이 굉장이 많죠~ 이 영화가 저 정도 작품들과 같다고는 말하기 힘든게 사실이지만 바로 밑에 쯤 세워놔도 괜찮을꺼 같다는 생각이 드네요~ 널기다리며 랑 미드나이트는 준메이젼가...ㄷㄷ 암튼!!"
군산: 거위를 노래하다,krhs****,8,"오 은근히 재밌다. 처음엔 이거 모야,,, 이러다가 ㅎ아주 익숙한 현실을 낯설게 보기. 그러면 마치 꿈을 꾸는 것처럼 새로울 수 있다. 그렇게 하는게 어려워 보이지 않는다. 그냥 평소보다 발뒤꿈치를 1 센치 정도 들고 걸으면 될 거 같다. 희한하게 한국, 중국, 일본이 연결되고, 그걸 애매한 윤영이 담담히 걸어가 본다. 이 대본은 윤아가 썼으리라."
라이더스 오브 저스티스,gura****,4,배가 산으로 간다. 하고 싶은 말이 뭐야?
황혼에서 새벽까지,luna****,8,개봉 당시 극장에서 봤을때 너무 신나고 재밌게 봤던 기억이 있어서 20년도 더 지난 오늘 다시 봤더니 좀 유치하긴 하네요ㅎ 그때 당시 기술력이 이정도였던거겠죠. 약간 B급 감성이기도 하지만요. 그럼에도 불구하고 조지 클루니는 멋졌었네요. 지금 나와도 통할 스타일.
비와 당신의 이야기,yeon****,10,잔잔하게 가슴아픈 이야기
지.아이.조 - 전쟁의 서막,team****,10,액션 영화로는 최고인 영화
너의 이름은.,lets****,10,. 말이 필요없다 ㅋㅋㅋ….
라이더스 오브 저스티스,rion****,4,진짜 진심 허무한 영화다. 안보는걸 강력하게 추천한다. 복수영화가 아니고 개삽질영화임. 4점.
남자가 사랑할 때,hdc4****,10,두번 세번 봐도 슬프고 너무 감동적
숏버스 이별행,esth****,10,이별행 열차를 탄 우리의 모습을 대변하는 것은 물론이고 배우들의 깨알연기와 독립영화를 이끄는 빛이 되는 작품.
나만 보이니,yesu****,9,동생과 영화관 전세 낸 것 처럼 관람했어요 B급 영화라는 이야기를 들어서 가볍게 볼 생각으로 갔는데 생각보다 재미있고 은근 무섭기까지^^ 가벼운 느낌의 영화를 좋아하시면 한번은 볼만한듯해요
그녀,woos****,10,
극장판 귀멸의 칼날: 무한열차편,kjsw****,10,주가 얼마나 센지 보여줬다
콜,qorg****,10,배우들 연기 너무 잘해요....두번째 보는데 박신혜야 그냥 무기징역 말을 하지말지 ㅠㅠ
디파티드,lumi****,10,재밌게봤어요 디카프리오쵝오
120시간: 로스트 인 아웃백,choi****,5,오지에 갈때는 이것저것 준비하고 갑시다
콰이어트 플레이스 2,livi****,1,평점알바들이 더 무섭누쥬라기공원 + 부산행 딱
랑종,oduu****,6,공포 영화가 아니라 재난크리쳐 영화라고 생각해요.
더 테이블,jamy****,8,"이런 디테일한 영화 좋다. 남여간의 실망, 희망, 노력 그리고 간보기. 예전과 지금은 다르다. 같을 줄 알았던 기대가 잘못이다. 정은채 갑."
제8일의 밤,pjy1****,5,고기는 안되고 그 고기로 우린 국물은 먹어도 되는이상한 불교식 오컬트 영화인물들의 스토리가 너무 빈약하고부처를 소재로 이것밖에 못만들면 서운하다.저예산이라도 너무 했다.처음 고고학박사 분장이 짜칠때 부터 기대는 안하고 봤지만 이성민등 이 좋은배우들의 수고로움과스텝들의 노고가 미안해지더라나의 열대야를 식혀주리라 믿었는디 열받게 했어
크루엘라,bsn8****,8,재밌어요!!
독전,elfi****,8,짜임새 있는 스토리과 탄탄한 연기력에 준수한 작품
발신제한,nori****,10,와~처음에 시시한 줄 알았다가 정말 잘 만들었네요 약간 내용의 연계성이 떨어지지만 그걸 제하면 괜찮습니다.
어디선가 누군가에 무슨 일이 생기면 틀림없이 나타난다 홍반장,max9****,10,그립다.. 홍반장.. 그곳에선 잘 지내시겠지..
나를 차버린 스파이,gy14****,8,술먹고 봐서 그런지 더 재밌었을수도 있는데 재미ㅣㅆ게봤움. 특히 친구역이 잘 해줬네. 금발 남자도 섹시했규
퍼스트 러브,dnf7****,8,폭력과유희가 공존하는 다케시표 느와르
그린 마일,cjy3****,10,"누군가에겐 그린 마일을 걷는 시간이 야속하리만큼 빠르고, 누군가에겐 야속하리만큼 느리다."
새콤달콤,bolo****,10,간만에 너무 잼있게 봤네요^^뻔한 그렇고그런 영화일거라 생각했는데노노노 요즘 시대의 디테한 재미가 있네요 채수빈 연기 좋았어요
귀를 기울이면,ance****,8,"뻔한 스토리에 잔잔한 울림, 이게 일본 애니메이션만의 감성이지"
13인의 자객,dnf7****,10,사무라이판 수어사이드스쿼드 미야케다케시는 확실히 잘하는게 있다.
발신제한,dudg****,4,"흠,, 결말이 좀 그럼 연기는 볼만함 그냥 혼자 볼만한 영화 없을때 볼만함"
바닷마을 다이어리,ansi****,10,가슴 따듯하게 잘 봤습니다~
우리는 매일매일,raph****,10,
블랙 위도우,vult****,7,액션은 수준급인데 스토리가 좀 아쉽다. 다 이긴 상황에서 쓸데없이 입방정 떨다가 망하는 악당이라는 클리셰가 그대로 나온것도 그렇고 초반에 다스베이더 같은 포쓰를 보이던 테스크마스크도 그 끝이 허무했다. 페미 영화라는거 어느정도 예상은 했지만 캡틴 아메리카 소련 버전이라는 레드 가디언을 그렇게까지 시종일관 무쓸모 찐따 취급할 줄은 몰랐다.
블랙 위도우,phj9****,10,너무 재밌고 스칼렛 요한슨 연기 미쳤어요
랑종,sowh****,10,꼭봐라 평점보지말고 내눈으로 직접보고 느껴봐봐
발신제한,bbqn****,10,지창욱이 마냥 사이콘줄 알았는데 다 서사가 있는거였군요... 지창욱 죽어서 너무 슬픕니다ㅠㅠㅠㅠ 급박한상황 연기도 너무 좋았구요 가족이랑 집에서 셋이서봤는데 저흰 너무 만족했는데 1점이 많네요.. 추천이여
블랙 위도우,iluc****,10,블랙 위도우의 마지막이라는 것이 너무 아쉬워요. ㅜㅜ
크루엘라,4eve****,10,너무너무 재밌어요 엠마스톤이 이렇게 멋진배우였다니 진짜 한순간도 눈을 뗄수가없음
새콤달콤,akma****,8,극사실주의 로맨스. 너무 맘에 든다.
혐오스런 마츠코의 일생,dngu****,9,"밑에 이걸 여자의 희생이니 미화니 하는 사람은 식견이 참... 미화하는 영화가 아니라, 당대의 여러 문제들이나 사회 분위기, 더불어 그 당시 여성이 겪을수도 있었던 일들을 드문드문 그리면서 담담하게 마츠코라는 한 인물의 생을 풀어내는 영화인데. 어디에 미화가 있음... 가치관이 어떻고 사회문제가 어떻고 보다(그런것들이 좋건싫건 옳건그르건)더 크게 나아가서 이런저런 일들을 겪는 마츠코의 일생을 들여다보며 느껴보라는건데. 그 마츠코의 일생의 여러 방면 중에 여성이 받는 고통도 포함되있는거고. 그놈의 '페미니즘'이라는 틀에 갇혀서 한 면밖에 못보는건 정말 딱하다... 이런 문제만 나오면 기고나발이고 미친듯이 달려드니. 절대성역이지 뭐"
발신제한,sg80****,2,같은톤의 다급한 연기로 보는 사람이 답답합니다.전개가 어색해요.
레이디스 나잇,heya****,10,너무 신나게 웃음 ㅋㅋㅋㅋ
야쿠자와 가족,salv****,10,이런게 진짜 영화아닌가? 진하다
연가시,aceg****,8,코로나시국에 어울리는 영화. 시원한 맛이 떨어지지만 그래도 볼만. 바이오 주가조작의 끝과황당무개한 엠앤에이검은머리 외국인의 먹튀일상 이상 삼상도 없지만 진짜 저런 상황이면 생략할수도 있을듯.  국내 많은 제약 바이오 업체의 인프라가 있다는게 천만 다행일수도.  조아제약 주가는 올랐는지 내렸는지?
랑종,lost****,9,와.. 이재밌는걸 타 영화 알바들이 1점테러하네;;꼭 보세요 정말 잘만든 공포영화 입니다.
발신제한,watc****,1,고구마 만개 먹은 느낌답답한 캐릭터들뿐스토리는 뻔함최악의 영화
아이스 로드,arom****,10,기대 이상으로 시원시원한 빙판 위 추격 액션이  재밌습니다. 미고 보는 리암 니슨 영화였어요~♡
발신제한,kaok****,10,와 태어나서 처음으로 돈이 안아까웠다
의뢰인,risp****,10,정말 구멍이 하나도 없는 영화.
돌멩이,wjdq****,1,개x노잼...  아까운 내시간... 누가 고구마 100개라했나요??  고구마 한트럭을 물없이 먹은거같네요
커뮤터,hoyy****,10,"리암 니슨다운 영화지만, 예상은 했지만, 솔직히 조금이라도 지루할 틈이 없고 각 캐릭터들의 감정과 이야기를 풀어가는 부분이 재미있었고 무엇보다 마지막이 사이다입니다"
잉글리쉬 페이션트,balt****,10,
웰컴 투 동막골,dlgh****,10,스토리 좋았고 너무 재밌게 보았다
콜,bmir****,10,연쇄살인마연기하신배우가 연기를 정말잘하시네요 그분이 살린 영화같습니다
발신제한,hell****,2,
블랙 위도우,drch****,8,
크루엘라,82jo****,10,"큰 기대없이 봤다가 시간순삭. 눈길을 뗄 수 없었네요. 엠마스톤 표정연기, 엠마스톤인줄 알면서도 연기인거 알면서도 감탄했어요!"
좀비랜드: 더블 탭,ble0****,2,잔인하기만 함..미국 갬성이랑 안맞아서 그런가 그다지 코믹하지도 않음..
지오스톰,sng0****,6,전형적인 미국영화 그 이상도 이하도 아님. 딴일하면서 킬링타임용으로 보면 딱. 줄거리가 예상대로 흘러가기 때문에 집중할 필요도 없음.
가타카,rlaw****,10,저 높이 있는 별에 이르기 위해당신은 얼마나 최선을 다해 노력 해 봤는지를 물어보는 영화.이 영화를 보고 누군가는 다시 꿈을 꿀것이다.
포레스트 검프,dece****,10,"마음속에 우러나오는 그 순수함그순수한 열정이삶을 더욱 가치있게 만들며, 개인의 삶을 완성시킨다.이것이 포레스트 검프가 모두에게 주는 메세지가 아닐까 ?"
은혼 더 파이널,bssk****,10,“은혼이 은혼 했다” 이것보다 완벽한 설명은 없음
전함 포템킨,9810****,3,주인공을 특정하지 않은 작품이 이렇게 지루할 수가 있구나.. 싶은 영화. 구간 반복이 심해서 한 씬이 너무 오래 걸려서 전개가 부진함. 진짜 1시간 10분짜리라서 금방 볼 거라고 생각했는데 시간 졸라리 안 감; 앞선 시대의 영화라는 건 알겠는데 지루하고 학살 장면도 충격적이지도 않았음. 자막과 시각적 장면이 따로 놀아서 상황 이해도 즉각적으로 안 될 뿐더러.. 그래서 지루함이 배가 되었고.. 청각적요소가 이리 중요한 것인지 알게 됨.. 아우 너무 지루했음..
내가 죽기를 바라는 자들,ble0****,8,
킬러의 보디가드 2,yhzz****,7,"지극히 정상인들의 사차원인척, 미친척 관심병. 열 개 던져 두어개는 들어간듯."
미드나이트,juh3****,9,
블랙 위도우,only****,10,역시 블랙위도우 !!!
크루엘라,jung****,10,기대 안하고 봤는데 정말 재밌어서 두번봤어요
부산행,toh2****,10,
비와 당신의 이야기,ihav****,10,만났을까요? 만났으면 좋겠습니다 가슴이 저릿해지는 영화였네요
월스트리트: 분노의 복수,hunt****,8,와 똑똑한대 신나게 갈겨대고 덤탱이를 떠넘기고 근대 가면이 너무 작다.. 그리고 가면의 지문은???
레트리뷰션 : 응징의 날,whdk****,8,
야쿠자와 가족,fore****,10,오랜만에 좋은 일본영화였다.
내겐 너무 소중한 너,psp2****,7,지루하지만 두 배우의 연기력은 너무 좋았다.
역모 - 반란의 시대,wjda****,1,중국자본 들어간거져? 스토리의 방향성은 항상 일정 하네요.
목소리의 형태,frie****,1,다들 진심임? 그냥 언어 장애인에 대한 환상으로 가득 찬 사람들 같음 장애인들의 학교 폭력 비율이 얼마나 높은 지 아는 거임?  솔직히 학교폭력 미화와 가해자 미화로 밖에 보이지 않음 트리거워닝 가득한영화에 감성만 욱여넣어서 미화의 끝판왕을 보여줌주인공이 반성했다하더라도 잘못했다는 사실은 사라지지않음 이건 걍 끔찍한 비장애인의 시선의 환상판지 만화다
극장판 귀멸의 칼날: 무한열차편,hwai****,10,지브리급의 감동과역대 최고 수준의 액션 씬당대 애니메이션 중 최고 수준이다.애니부터 보고 본다면당신은 안 울수가 없다.
경성학교: 사라진 소녀들,choi****,4,이게 뭔가 싶음. 박보영씨랑 박소담씨 연기 너무 좋아서 별점 남김
스타워즈: 라이즈 오브 스카이워커,skss****,1,스타워즈 시퀄 시작한 사장년은 책임지고 도개자하길
러브 앤 몬스터스,nmc0****,7,킬링타임용 넷플릭스 영화. 뻔한 스토리와 전개지만 cg는 나름 훌륭하다.
발신제한,qkrt****,10,말이 필요없다.... 진짜 꿀잼
너의 췌장을 먹고 싶어,hgh0****,9,여주의 죽음을 앞두고 두렵지만 괜찮은척 하는 모습이 돋보였다. 가끔 여주의 입은 웃고 있지만 눈에서는 큰 슬픔이 보이는 듯했다. 마지막에 제발 여행을 한번만 더 갈수있게 병이 괜찮아졌으면 하고 생각했지만 병과는 관련없는 너무 현실적이라 더욱 슬퍼지게 한 영화같다. 영화에 나오는 책인 어린왕자에서도 의미를 찾을  수 있어 더욱 여운이 남는 영화였다.
아들의 이름으로,psp2****,5,의도만 좋았다. 아쉬움
리플리,pjy1****,8,"욕망있는 없이 사는놈이 모든걸 망치는 꼴을 보아왔다 왜 잘 태어나오지를 못했나 원론적인 문제부터들여다본다면 불쌍하고 짠해서 눈물이 날지경이다.그나마 마지가 막판에 니가 한짓인걸안다고 때릴때속이좀 시원하더라.거짓말이 얼마나 달콤하냐면 결국엔 개미가 몰려들어와 자신을 썩게,하는지도 모르는체 그렇게죽지도 못하고 없어지지도 않는다.달디달다충치부터해서 온 얼굴을 무너지게 할정도이다멧데이먼은 참 좋겠다.연기를 잘할수있는 잘하게 보이는 얼굴을 타고 나서부러울 따름이고 주드로의 풍성한 머리를 감상하며이탈리아여행을 가야지라고 생각하면서 봤다.사실 난 톰이,정말 행복해지기를 바랬다...완벽한 거짓말이 존재하기를 바랬다...불쌍한 디키....부자 부모의 말을 잘들었어야했어 이놈아 나는 절대 이상한 사람안만났으면 좋겠다."
